sName,sSymbol,eligble voters,voters,droped,valid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,district,subdistrict,Natural area,Municipal status,Metropolitan affiliation,religion,Total Population 2018,Jews and others,Thereof: Jews,Arabs,Founding year,Current type of locality,Organizational affiliation,Coordinates,height,Planning Commission,Police space,year,Cluster Local Authorities
Bet Horon,3575,816,673,0,673,0,15,0,0,0,312,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,206,0,0,0,39,24,10,0,49,0,0,0,7,74,0.0,73.0,445.0,1.0,1362.0,1362.0,1361.0,0.0,1977,370,11.0,2121064280.0,601.0,711.0,10004054.0,2018,0.0
Mizpe Yeriho,3576,1278,1014,3,1011,0,9,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,167,0,0,0,7,51,25,0,256,0,0,0,7,75,0.0,73.0,445.0,1.0,2453.0,2453.0,2453.0,0.0,1978,190,0.0,2374563592.0,122.0,711.0,10003314.0,2018,0.0
Shadmot Mehola,3578,392,329,0,329,0,1,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,37,0,0,0,2,1,4,0,36,0,0,0,7,75,0.0,75.0,0.0,1.0,645.0,645.0,644.0,0.0,1979,320,2.0,2504469484.0,-231.0,712.0,10003262.0,2018,0.0
Elon More,3579,923,727,1,726,0,1,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,60,0,0,0,0,16,18,0,137,0,0,0,7,72,0.0,72.0,0.0,1.0,1946.0,1946.0,1945.0,0.0,1979,370,11.0,2314668228.0,551.0,710.0,10003262.0,2018,0.0
Argaman,3598,128,85,0,85,0,6,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,40,0,0,0,29,4,0,0,0,0,0,0,7,75,0.0,75.0,0.0,1.0,133.0,133.0,130.0,0.0,1968,310,9.0,2495167550.0,-200.0,712.0,10003262.0,2018,0.0
Mehola,3599,334,262,0,262,0,3,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,0,0,0,7,3,3,0,20,0,0,0,7,75,0.0,75.0,0.0,1.0,575.0,575.0,574.0,0.0,1968,310,2.0,2486669693.0,-191.0,712.0,10003262.0,2018,0.0
Qalya,3601,313,221,2,219,0,22,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,1,0,0,0,38,0,0,0,120,1,3,0,3,0,0,0,7,75,0.0,74.0,0.0,1.0,416.0,416.0,407.0,0.0,1968,330,15.0,2443462865.0,-383.0,713.0,10003314.0,2018,0.0
Rosh Zurim,3602,486,411,1,410,0,6,0,0,0,319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,0,0,0,18,2,5,0,15,0,0,0,7,76,0.0,76.0,445.0,1.0,926.0,926.0,926.0,0.0,1969,330,3.0,2119361950.0,828.0,714.0,15000586.0,2018,0.0
Har Gillo,3603,1002,782,1,781,0,58,0,0,2,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,49,1,2,0,0,0,315,0,0,0,186,45,3,0,39,0,0,0,7,76,0.0,76.0,445.0,1.0,1590.0,1568.0,1533.0,22.0,1972,370,19.0,2163962544.0,835.0,714.0,10002521.0,2018,0.0
Allon Shevut,3604,2181,1644,3,1641,0,31,0,0,0,1161,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,10,0,1,1,0,0,248,0,0,0,59,8,26,0,87,0,0,0,7,76,0.0,76.0,445.0,1.0,3151.0,3151.0,3148.0,0.0,1970,190,0.0,2120261805.0,927.0,714.0,15000586.0,2018,0.0
Massu'a,3605,150,95,0,95,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,34,0,0,0,26,0,0,0,1,0,0,0,7,75,0.0,75.0,0.0,1.0,170.0,166.0,166.0,4.0,1970,310,6.0,2464966884.0,-262.0,712.0,10003262.0,2018,0.0
Gilgal,3606,152,89,1,88,0,10,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,29,0,0,0,30,2,0,0,4,0,0,0,7,75,0.0,75.0,0.0,1.0,178.0,162.0,150.0,16.0,1970,330,15.0,2424165627.0,-261.0,712.0,10003262.0,2018,0.0
Yitav,3607,209,162,2,160,0,1,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,56,0,0,0,5,0,4,0,11,0,0,0,7,75,0.0,75.0,0.0,1.0,348.0,348.0,325.0,0.0,1970,320,15.0,2401765051.0,-130.0,712.0,10003262.0,2018,0.0
Ma'ale Efrayim,3608,1125,581,6,575,0,29,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,241,0,0,0,74,15,28,0,36,0,0,0,7,75,0.0,99.0,0.0,1.0,1241.0,1238.0,1117.0,3.0,1970,350,0.0,2382866422.0,-72.0,707.0,10003262.0,2018,0.0
Hamra,3609,136,88,1,87,0,10,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,32,0,0,0,33,0,1,0,4,0,0,0,7,75,0.0,75.0,0.0,1.0,175.0,175.0,167.0,0.0,1971,310,10.0,2412967837.0,-81.0,712.0,10003262.0,2018,0.0
Mizpe Shalem,3610,235,178,1,177,0,43,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,14,0,0,0,67,1,1,0,4,0,0,0,7,75,0.0,74.0,0.0,1.0,211.0,211.0,200.0,0.0,1971,330,15.0,2380960839.0,-352.0,713.0,10003314.0,2018,0.0
Qiryat Arba,3611,4728,3371,15,3356,1,24,0,0,0,1078,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,110,0,1,0,0,0,1087,0,0,0,69,99,100,0,778,2,0,0,7,77,0.0,99.0,0.0,1.0,7323.0,7322.0,7166.0,1.0,1972,180,0.0,2112660481.0,787.0,709.0,15003512.0,2018,0.0
Beqa'ot,3612,139,108,0,108,0,6,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,38,0,0,0,44,3,0,0,0,0,0,0,7,75,0.0,75.0,0.0,1.0,176.0,176.0,173.0,0.0,1972,310,10.0,2428968327.0,40.0,712.0,10003262.0,2018,0.0
Gittit,3613,242,194,0,194,0,9,0,0,0,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,42,0,0,0,25,0,10,0,15,0,0,0,7,75,0.0,75.0,0.0,1.0,476.0,476.0,474.0,0.0,1973,310,9.0,2375966764.0,252.0,712.0,10003262.0,2018,0.0
Mekhora,3614,135,96,0,96,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,32,0,0,0,34,1,0,0,2,0,0,0,7,75,0.0,75.0,0.0,1.0,161.0,161.0,149.0,0.0,1973,310,10.0,2401067463.0,202.0,712.0,10003262.0,2018,0.0
Peza'el,3615,238,195,0,195,0,17,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,72,0,0,0,62,0,0,0,7,0,0,0,7,75,0.0,75.0,0.0,1.0,283.0,283.0,283.0,0.0,1975,310,1.0,2419266123.0,-252.0,712.0,10003262.0,2018,0.0
Ma'ale Adummim,3616,27911,19596,88,19508,3,622,0,0,1,2813,14,10,0,0,1,0,0,3,0,9,0,0,3,0,0,5,6,0,0,0,0,0,0,1,0,0,9,6,0,0,0,0,0,14,0,3,1431,2,13,1,0,0,9561,0,0,0,2270,1426,305,0,973,3,0,0,7,76,0.0,0.0,445.0,1.0,38193.0,38129.0,36841.0,64.0,1975,160,0.0,2291263194.0,79.0,706.0,10003314.0,2018,0.0
Ofra,3617,1879,1445,2,1443,0,5,0,0,0,986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,248,0,0,0,27,11,8,0,152,0,0,0,7,74,0.0,73.0,445.0,1.0,3039.0,3039.0,3033.0,0.0,1975,190,0.0,2249765114.0,767.0,711.0,10003299.0,2018,0.0
El'azar,3618,1463,1140,0,1140,0,14,0,0,0,759,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,219,0,0,0,30,10,9,0,89,0,0,0,7,76,0.0,76.0,445.0,1.0,2510.0,2510.0,2506.0,0.0,1975,190,0.0,2135261872.0,873.0,714.0,15000586.0,2018,0.0
Ro'i,3619,133,92,1,91,0,12,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,28,0,0,0,39,0,0,0,1,0,0,0,7,75,0.0,75.0,0.0,1.0,169.0,169.0,169.0,0.0,1976,310,10.0,2463068380.0,21.0,712.0,10003262.0,2018,0.0
Ma'ale Shomeron,3637,585,448,2,446,0,13,0,0,0,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,184,0,0,0,28,14,5,0,38,0,0,0,7,73,0.0,72.0,145.0,1.0,1012.0,1012.0,993.0,0.0,1980,370,9.0,2067967480.0,277.0,710.0,10003262.0,2018,0.0
Kefar Adummim,3638,2526,1913,4,1909,0,107,0,0,0,812,6,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,51,0,0,0,0,0,512,0,0,0,311,15,7,0,81,0,0,0,7,74,0.0,73.0,445.0,1.0,4513.0,4513.0,4499.0,0.0,1979,190,0.0,2321863714.0,190.0,711.0,10003314.0,2018,0.0
Wered Yeriho,3639,232,181,1,180,0,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,84,0,0,0,43,3,1,0,13,0,0,0,7,75,0.0,74.0,0.0,1.0,317.0,317.0,312.0,0.0,1980,310,10.0,2411063710.0,-220.0,713.0,10003314.0,2018,0.0
Qarne Shomeron,3640,5384,4045,12,4033,0,68,0,0,1,1735,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,181,1,7,0,0,0,1201,0,0,0,201,128,67,0,430,1,0,0,7,73,0.0,99.0,145.0,1.0,7713.0,7701.0,7445.0,12.0,1978,180,0.0,2088767522.0,177.0,717.0,10003262.0,2018,0.0
Shilo,3641,1935,1553,1,1552,0,5,0,0,0,879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,176,0,0,0,10,29,39,0,412,0,0,0,7,74,0.0,73.0,0.0,1.0,4153.0,4153.0,4151.0,0.0,1979,190,0.0,2286166224.0,639.0,711.0,10003299.0,2018,0.0
Hinnanit,3643,773,582,4,578,0,9,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,151,0,0,0,22,12,4,0,39,0,0,0,7,71,0.0,72.0,0.0,1.0,1323.0,1323.0,1159.0,0.0,1981,370,13.0,2159770969.0,330.0,710.0,10003262.0,2018,0.0
Giv'on HaHadasha,3644,1018,705,7,698,0,56,0,0,0,85,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62,0,0,0,0,0,248,0,0,0,198,22,7,0,11,2,0,0,7,74,0.0,73.0,445.0,1.0,1086.0,1020.0,993.0,66.0,1980,370,11.0,2150863946.0,763.0,711.0,10002489.0,2018,0.0
Bet HaArava,3645,153,126,2,124,0,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,50,0,0,0,26,2,0,0,0,0,0,0,7,75,0.0,74.0,0.0,1.0,290.0,290.0,285.0,0.0,1980,330,15.0,2452263505.0,-340.0,713.0,10003314.0,2018,0.0
Hemdat,3646,114,86,0,86,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,4,2,0,6,0,0,0,7,75,0.0,75.0,0.0,1.0,278.0,278.0,278.0,0.0,1980,370,11.0,2497768423.0,110.0,712.0,10003262.0,2018,0.0
Yaqir,3647,1203,1002,3,999,0,4,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,193,0,0,0,18,17,6,0,138,0,0,0,7,73,0.0,72.0,145.0,1.0,2183.0,2183.0,2175.0,0.0,1981,190,0.0,2108767292.0,354.0,710.0,10003262.0,2018,0.0
Mattityahu,3648,468,346,5,341,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,22,285,0,7,0,0,0,7,74,0.0,73.0,0.0,1.0,847.0,847.0,846.0,0.0,1981,320,8.0,2031564854.0,223.0,711.0,10004054.0,2018,0.0
Shaqed,3649,585,420,2,418,0,19,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,158,0,0,0,126,3,0,0,18,0,0,0,7,71,0.0,72.0,0.0,1.0,972.0,972.0,946.0,0.0,1981,370,9.0,2160970880.0,369.0,710.0,10003262.0,2018,0.0
Efrat,3650,7067,5309,18,5291,1,78,0,0,0,3162,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,54,0,5,0,0,0,1252,0,0,0,261,80,63,0,323,0,0,0,7,76,0.0,99.0,445.0,1.0,10088.0,10088.0,10064.0,0.0,1980,170,0.0,2149861904.0,667.0,704.0,15000586.0,2018,0.0
Ma'ale Mikhmas,3651,935,735,1,734,0,4,0,0,0,420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,132,0,0,0,11,32,18,0,113,0,0,0,7,74,0.0,73.0,445.0,1.0,1463.0,1463.0,1461.0,0.0,1981,370,11.0,2290864285.0,529.0,711.0,10003299.0,2018,0.0
Bet Arye,3652,3610,2636,13,2623,0,132,0,0,0,310,6,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,173,0,7,0,0,0,1176,0,0,0,637,84,24,0,66,0,0,0,7,74,0.0,99.0,145.0,1.0,5139.0,5139.0,4983.0,0.0,1981,180,0.0,2048666000.0,160.0,719.0,10004054.0,2018,0.0
Ma'ale Amos,3653,341,251,2,249,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,21,125,0,24,0,0,0,7,76,0.0,76.0,0.0,1.0,535.0,535.0,534.0,0.0,1981,370,9.0,2218661154.0,670.0,714.0,15000586.0,2018,0.0
Barqan,3654,1371,977,5,972,0,39,0,0,0,126,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,96,0,4,0,0,0,484,0,0,0,181,5,3,0,30,1,0,0,7,73,0.0,72.0,145.0,1.0,1833.0,1830.0,1711.0,3.0,1981,370,9.0,2101566821.0,368.0,710.0,10003262.0,2018,0.0
Nili,3655,1107,843,1,842,0,57,0,0,0,133,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,0,5,0,0,0,278,0,0,0,273,6,3,0,11,0,0,0,7,74,0.0,73.0,145.0,1.0,1714.0,1712.0,1671.0,2.0,1981,370,11.0,2046365225.0,259.0,711.0,10004054.0,2018,0.0
Karmel,3656,263,204,0,204,0,1,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,5,0,18,0,0,0,7,77,0.0,78.0,0.0,1.0,436.0,436.0,436.0,0.0,1981,320,11.0,2173959328.0,706.0,715.0,15003512.0,2018,0.0
Ma'on,3657,299,220,0,220,0,1,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,1,1,3,0,43,0,0,0,7,77,0.0,78.0,0.0,1.0,575.0,575.0,575.0,0.0,1981,320,11.0,2155959130.0,744.0,715.0,15003512.0,2018,0.0
Ateret,3658,298,255,0,255,0,1,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,7,0,40,0,0,0,7,74,0.0,73.0,0.0,1.0,913.0,913.0,913.0,0.0,1981,370,11.0,2168865636.0,640.0,711.0,10003299.0,2018,0.0
Pesagot,3659,987,819,4,815,0,3,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,102,0,0,0,4,6,33,0,77,0,0,0,7,74,0.0,73.0,445.0,1.0,1903.0,1903.0,1903.0,0.0,1981,370,11.0,2213864510.0,762.0,711.0,10003299.0,2018,0.0
Immanu'el,3660,2197,1609,5,1604,0,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109,0,0,0,5,671,569,0,208,0,0,0,7,73,0.0,99.0,145.0,1.0,3693.0,3693.0,3690.0,0.0,1983,190,0.0,2131767440.0,250.0,708.0,10003262.0,2018,0.0
Mevo Horon,3709,1110,986,3,983,0,2,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,0,0,0,5,58,97,0,145,0,0,0,7,74,0.0,73.0,0.0,1.0,2650.0,2650.0,2650.0,0.0,1970,192,0.0,2034763956.0,230.0,711.0,10004054.0,2018,0.0
Berakha,3710,1128,977,2,975,0,2,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,482,0,0,0,7,10,10,0,126,0,0,0,7,72,0.0,72.0,0.0,1.0,2620.0,2613.0,2215.0,7.0,1983,190,0.0,2251867768.0,798.0,710.0,10003262.0,2018,0.0
Enav,3712,500,421,0,421,0,2,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,0,0,0,4,37,11,0,91,0,0,0,7,73,0.0,72.0,0.0,1.0,859.0,859.0,857.0,0.0,1981,370,11.0,2120668784.0,239.0,710.0,10003262.0,2018,0.0
Na'ama,3713,143,82,1,81,0,6,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,25,0,0,0,35,0,0,0,2,0,0,0,7,75,0.0,75.0,0.0,1.0,151.0,145.0,142.0,6.0,1982,310,1.0,2443664600.0,-206.0,712.0,10003262.0,2018,0.0
Almon,3715,977,736,3,733,0,29,0,0,0,84,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,0,0,0,0,0,414,0,0,0,116,6,2,0,24,0,0,0,7,74,0.0,73.0,445.0,1.0,1378.0,1378.0,1342.0,0.0,1982,370,11.0,2280763760.0,427.0,711.0,10003314.0,2018,0.0
Hermesh,3717,203,140,12,128,0,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,47,0,0,0,26,0,1,0,0,0,0,0,7,71,0.0,72.0,0.0,1.0,228.0,228.0,204.0,0.0,1982,370,9.0,2114170327.0,226.0,710.0,10003262.0,2018,0.0
Telem,3719,212,221,1,220,0,1,0,0,0,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,64,0,0,0,10,9,7,0,43,0,0,0,7,77,0.0,78.0,0.0,1.0,432.0,432.0,430.0,0.0,1982,320,9.0,2030460789.0,607.0,715.0,15003512.0,2018,0.0
Sha'are Tiqwa,3720,3896,2912,10,2902,1,115,0,0,0,723,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,150,0,10,0,0,0,1023,0,0,0,605,81,22,0,155,0,0,0,7,73,0.0,72.0,145.0,1.0,6011.0,6009.0,5841.0,2.0,1983,180,0.0,2026666995.0,99.0,710.0,10003262.0,2018,0.0
Eshkolot,3722,332,239,1,238,0,21,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,1,0,0,0,92,0,0,0,73,3,1,0,5,0,0,0,7,77,0.0,78.0,0.0,1.0,567.0,567.0,563.0,0.0,1982,370,11.0,1909858882.0,498.0,715.0,15003512.0,2018,0.0
Pene Hever,3723,222,174,2,172,0,1,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5,6,12,0,35,0,0,0,7,77,0.0,78.0,0.0,1.0,586.0,586.0,586.0,0.0,1982,370,11.0,2157559933.0,756.0,715.0,15003512.0,2018,0.0
Negohot,3724,139,123,0,123,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,33,0,0,0,7,77,0.0,78.0,0.0,1.0,356.0,356.0,356.0,0.0,1999,370,0.0,1984660013.0,608.0,715.0,15003512.0,2018,0.0
Newe Daniyyel,3725,1546,1160,1,1159,0,9,0,0,0,755,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,205,0,0,0,29,3,19,0,128,0,0,0,7,76,0.0,76.0,445.0,1.0,2315.0,2315.0,2315.0,0.0,1982,190,0.0,2137162050.0,896.0,714.0,15000586.0,2018,0.0
Noqedim,3726,1161,860,4,856,0,14,0,0,0,389,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89,0,2,0,0,0,234,0,0,0,18,20,16,0,72,0,0,0,7,76,0.0,76.0,445.0,1.0,2250.0,2250.0,2179.0,0.0,1982,190,0.0,2231761702.0,439.0,714.0,15000586.0,2018,0.0
Ale Zahav,3727,1484,1238,2,1236,0,3,0,0,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,222,0,0,0,45,17,9,0,64,0,0,0,7,73,0.0,72.0,145.0,1.0,2739.0,2739.0,2722.0,0.0,1982,190,0.0,2062566427.0,289.0,710.0,10003262.0,2018,0.0
Giv'at Ze'ev,3730,11507,8788,30,8758,0,230,0,0,0,850,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,253,0,7,0,0,0,2737,0,0,0,807,1593,1837,0,429,0,0,0,7,74,0.0,99.0,445.0,1.0,17922.0,17895.0,17752.0,27.0,1983,170,0.0,2159264036.0,550.0,705.0,10002489.0,2018,0.0
Tene,3743,510,383,1,382,0,26,0,0,0,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,82,0,0,0,68,7,6,0,28,0,0,0,7,77,0.0,78.0,0.0,1.0,848.0,848.0,838.0,0.0,1983,370,11.0,1959158706.0,498.0,715.0,15003512.0,2018,0.0
